Reporting Date	Sale Month	Store	Artist	Title	ISRC	UPC	Quantity	Team Percentage	Song/Album	Customer Paid	Customer Currency	Country of Sale	Songwriter Royalties Withheld	Earnings (USD)
2017-12-12	2017-11	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		7	100	Song	0	USD	US	0	0.071057000000
2017-12-12	2017-11	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	USD	US	0	0.003926000000
2017-12-12	2017-11	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	USD	US	0	0.001695000000
2017-12-12	2017-11	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	GBP	GB	0	0.033585385640
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		6	100	Song	0	USD	US	0	0.045708000000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	USD	US	0	0.020196000000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		101	100	Song	0	USD	US	0	1.019898000000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		23	100	Song	0	USD	US	0	0.090528000000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	USD	US	0	0.003662000000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	USD	US	0	0.004806000000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	TRY	TR	0	0.005686148160
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	THB	TH	0	0.006052734600
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	RUB	RU	0	0.006217192800
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	PEN	PE	0	0.011730519680
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		5	100	Song	0	NZD	NZ	0	0.008282450550
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		3	100	Song	0	NOK	NO	0	0.085765033500
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		4	100	Song	0	MXN	MX	0	0.019573032960
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		4	100	Song	0	JPY	JP	0	0.050191789040
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	JPY	JP	0	0.006619125000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	ILS	IL	0	0.008843947920
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	GBP	GB	0	0.017977887180
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	GBP	GB	0	0.012069817540
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	GBP	GB	0	0.045598320680
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		13	100	Song	0	GBP	GB	0	0.212736252300
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		14	100	Song	0	GBP	GB	0	0.229100579400
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	GBP	GB	0	0.010255255560
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	GBP	GB	0	0.001858921020
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	EUR	FR	0	0.012210074100
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	EUR	FR	0	0.003898293700
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	EUR	DE	0	0.026737290050
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	EUR	DE	0	0.023146885500
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	EUR	FI	0	0.038055589600
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		3	100	Song	0	EUR	IE	0	0.024887501850
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	EUR	IT	0	0.033637196300
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	EUR	PT	0	0.011979463900
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	EUR	ES	0	0.016380684100
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		8	100	Song	0	EUR	SI	0	0.065189087600
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		3	100	Song	0	CLP	CL	0	0.014362542900
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	CAD	CA	0	0.007678972800
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	AUD	AU	0	0.007794320490
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	AUD	AU	0	0.011274832640
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	AUD	AU	0	0.004059688080
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		66	100	Song	0	AUD	AU	0	0.267939413280
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	AUD	AU	0	0.001595656970
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		23	100	Song	0	USD	US	0	0.172822000000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	USD	US	0	0.016922000000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	USD	US	0	0.016922000000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		96	100	Song	0	USD	US	0	0.965952000000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		47	100	Song	0	USD	US	0	0.190538000000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		9	100	Song	0	USD	US	0	0.016533000000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	USD	US	0	0.001837000000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		6	100	Song	0	USD	US	0	0.014940000000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	USD	CR	0	0.008680000000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	USD	BR	0	0.009918000000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	TWD	TW	0	0.008327550120
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	RUB	RU	0	0.006960119940
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	RUB	RU	0	0.007236392720
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	RUB	RU	0	0.000399753300
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	NZD	NZ	0	0.011139346960
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	NOK	NO	0	0.057369259080
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	MXN	MX	0	0.003469253300
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	MXN	MX	0	0.001901046600
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	JPY	JP	0	0.008935092160
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		5	100	Song	0	JPY	JP	0	0.063259800000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	JPY	JP	0	0.006418992320
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	ILS	IL	0	0.006771508870
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		5	100	Song	0	ILS	IL	0	0.033857544350
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		4	100	Song	0	ILS	IL	0	0.036009117640
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		15	100	Song	0	HUF	HU	0	0.078564492750
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		3	100	Song	0	HUF	HU	0	0.015712898550
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	GBP	GB	0	0.012010267670
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	GBP	GB	0	0.045895119480
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		8	100	Song	0	GBP	GB	0	0.137318287840
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		12	100	Song	0	GBP	GB	0	0.205977431760
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	EUR	FR	0	0.008011404160
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	EUR	FR	0	0.011891736000
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	EUR	FR	0	0.002103024320
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	EUR	DE	0	0.008172418880
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	EUR	IT	0	0.016360816320
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		5	100	Song	0	EUR	ES	0	0.081877828800
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	EUR	EE	0	0.012954924800
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	COP	CO	0	0.008145969840
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	CHF	CH	0	0.015763296540
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		3	100	Song	0	CAD	CA	0	0.016491519870
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		14	100	Song	0	CAD	CA	0	0.104575829400
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	CAD	CA	0	0.003034421040
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	AUD	AU	0	0.009911847940
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	AUD	AU	0	0.010942822010
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		4	100	Song	0	AUD	AU	0	0.043771288040
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		6	100	Song	0	AUD	AU	0	0.024937697400
2018-03-03	2017-12	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	AUD	AU	0	0.001588486600
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	USD	UA	0	0.004151000000
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		38	100	Song	0	USD	US	0	0.286216000000
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	USD	US	0	0.008538000000
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		63	100	Song	0	USD	US	0	0.639198000000
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	USD	US	0	0.010146000000
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		33	100	Song	0	USD	US	0	0.133848000000
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		7	100	Song	0	USD	US	0	0.028392000000
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	USD	US	0	0.006796000000
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		12	100	Song	0	USD	US	0	0.049008000000
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	USD	US	0	0.004084000000
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	USD	US	0	0.005085000000
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	TRY	TR	0	0.005479539120
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	PLN	PL	0	0.002418039050
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	MXN	MX	0	0.003414083400
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		6	100	Song	0	MXN	MX	0	0.030956133300
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	JPY	JP	0	0.026417954420
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	HUF	HU	0	0.005349207560
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		3	100	Song	0	GBP	GB	0	0.058730158080
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	GBP	GB	0	0.012234033460
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		12	100	Song	0	GBP	GB	0	0.205895426880
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		10	100	Song	0	GBP	GB	0	0.171579522400
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	GBP	GB	0	0.012646130200
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	EUR	FR	0	0.016040962800
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	EUR	FR	0	0.024120690600
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		4	100	Song	0	EUR	DE	0	0.016248325200
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		6	100	Song	0	EUR	DE	0	0.024372487800
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	EUR	ES	0	0.016090334800
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	COP	CO	0	0.007216361500
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	CHF	CH	0	0.010047996590
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	CAD	CA	0	0.005792698080
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		3	100	Song	0	CAD	CA	0	0.017378094240
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		7	100	Song	0	CAD	CA	0	0.054367840800
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		5	100	Song	0	CAD	CA	0	0.015450622200
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	CAD	CA	0	0.002532525840
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	AUD	AU	0	0.011613331800
2018-04-04	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		3	100	Song	0	AUD	AU	0	0.012761364600
2018-06-06	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		4	100	Song	0	GBP	GB	0	0.064196228880
2018-06-06	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		12	100	Song	0	EUR	IE	0	0.115602395760
2018-06-06	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	USD	US	0	0.003726000000
2018-06-06	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		8	100	Song	0	USD	US	0	0.057696000000
2018-06-06	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		26	100	Song	0	USD	US	0	0.252642000000
2018-06-06	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		8	100	Song	0	USD	US	0	0.030376000000
2018-06-06	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	USD	US	0	0.003769000000
2018-06-06	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		27	100	Song	0	CAD	CA	0	0.150380863200
2018-06-06	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		3	100	Song	0	CAD	CA	0	0.022214351280
2018-06-06	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		18	100	Song	0	CAD	CA	0	0.133286107680
2018-06-06	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		9	100	Song	0	CAD	CA	0	0.025795512000
2018-06-06	2018-02	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	AUD	AU	0	0.003938590590
2018-06-06	2018-03	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	ZAR	ZA	0	0.009170876700
2018-06-06	2018-03	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	RUB	RU	0	0.002263986500
2018-06-06	2018-03	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	SGD	SG	0	0.005336279010
2018-06-06	2018-03	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	PHP	PH	0	0.003165770750
2018-06-06	2018-03	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		7	100	Song	0	RON	RO	0	0.050626098880
2018-06-06	2018-03	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	ILS	IL	0	0.006579472050
2018-06-06	2018-03	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		4	100	Song	0	GBP	GB	0	0.071077059120
2018-06-06	2018-03	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	GBP	GB	0	0.004976885340
2018-06-06	2018-03	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	CAD	CA	0	0.003237220560
2018-06-06	2018-03	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		11	100	Song	0	CAD	CA	0	0.069105634400
2018-06-06	2018-03	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	CAD	CA	0	0.006282330400
2018-06-06	2018-03	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	CAD	CA	0	0.003220178480
2018-06-06	2018-03	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		7	100	Song	0	USD	US	0	0.057589000000
2018-06-06	2018-03	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		67	100	Song	0	USD	US	0	0.742628000000
2018-06-06	2018-03	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	USD	US	0	0.004378000000
2018-06-06	2018-03	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		13	100	Song	0	USD	US	0	0.056914000000
2018-06-06	2018-03	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	USD	US	0	0.003445000000
2018-06-06	2018-03	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		13	100	Song	0	AUD	AU	0	0.055757717730
2018-07-07	2018-04	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	USD	US	0	0.003372000000
2018-07-07	2018-04	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		5	100	Song	0	USD	US	0	0.032140000000
2018-07-07	2018-04	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		14	100	Song	0	USD	US	0	0.120918000000
2018-07-07	2018-04	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	USD	US	0	0.008637000000
2018-07-07	2018-04	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		5	100	Song	0	USD	US	0	0.016840000000
2018-07-07	2018-04	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		5	100	Song	0	USD	US	0	0.016840000000
2018-07-07	2018-04	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	RUB	RU	0	0.001749397780
2018-07-07	2018-04	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	RON	RO	0	0.011387025280
2018-07-07	2018-04	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	ILS	IL	0	0.005507187750
2018-07-07	2018-04	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		8	100	Song	0	GBP	GB	0	0.112894612560
2018-07-07	2018-04	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	GBP	GB	0	0.028223653140
2018-07-07	2018-04	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	EUR	DE	0	0.003498210300
2018-07-07	2018-04	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	CAD	CA	0	0.004952273520
2018-07-07	2018-04	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		7	100	Song	0	AUD	AU	0	0.024495671970
2018-07-07	2018-05	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		5	100	Song	0	USD	US	0	0.017285000000
2018-07-07	2018-05	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0	USD	US	0	0.013098000000
2018-07-07	2018-05	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		16	100	Song	0	USD	US	0	0.152352000000
2018-07-07	2018-05	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		63	100	Song	0	USD	US	0	0.240534000000
2018-07-07	2018-05	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	USD	US	0	0.003818000000
2018-07-07	2018-05	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	GBP	GB	0	0.004879852260
2018-07-07	2018-05	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	EUR	FR	0	0.003839911530
2018-07-07	2018-05	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0	CAD	CA	0	0.002828437480
2018-07-07	2018-05	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		4	100	Song	0	AUD	AU	0	0.014759229000
2018-08-08	2018-06	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		2	100	Song	0		AU	0	0.035889158040
2018-08-08	2018-06	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		3	100	Song	0		AU	0	0.011166348030
2018-08-08	2018-06	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0		CA	0	0.004129608560
2018-08-08	2018-06	Apple Music	Disasterina	Sometimes You Feel Like a Bitch	QZ9Y21745912		1	100	Song	0		CA	0	0.006991735740
